season,team,playerid,full_name,name,side,category,position,games,starts,years,av
2018,NYG,CollLa00,Landon Collins,L.Collins,D,DB,SS,12,12,3,5
2018,NYG,MaurJo00,Josh Mauro,J.Mauro,D,DL,DL,12,4,4,3
2018,NYG,DaviJa07,Jawill Davis,J.Davis,,,,7,0,0,0
2018,NYG,McInR.00,R.J. McIntosh,R.McIntosh,,,,6,0,0,1
2018,NYG,DaviTa00,Tae Davis,T.Davis,D,LB,LB,14,4,0,3
2018,NYG,MihaBr00,Brian Mihalik,B.Mihalik,,,,5,0,1,0
2018,NYG,DeayDo01,Donte Deayon,D.Deayon,,,,4,0,1,0
2018,NYG,MoorKa01,Kamrin Moore,K.Moore,,,,2,0,0,0
2018,NYG,DeOsZa99,Zak DeOssie,Z.DeOssie,,,,16,0,11,1
2018,NYG,OgleAl00,Alec Ogletree,A.Ogletree,D,LB,LB,13,13,5,8
2018,NYG,DickGa00,Garrett Dickerson,G.Dickerson,,,,4,0,0,0
2018,NYG,OmamPa00,Patrick Omameh,P.Omameh,O,OL,RG,7,6,5,3
2018,NYG,DixoRi00,Riley Dixon,R.Dixon,S,P,P,16,0,2,2
2018,NYG,PennEl00,Elijhaa Penny,E.Penny,O,RB,RB,14,3,1,1
2018,NYG,EdwaMa01,Mario Edwards,M.Edwards,,,,15,0,3,1
2018,NYG,PullSp00,Spencer Pulley,S.Pulley,O,OL,C,13,9,2,5
2018,NYG,EligUk00,Ukeme Eligwe,U.Eligwe,,,,10,0,1,1
2018,NYG,RileCu00,Curtis Riley,C.Riley,D,DB,FS,16,16,2,6
2018,NYG,ElliRh00,Rhett Ellison,R.Ellison,O,TE,TE,14,12,6,2
2018,NYG,RosaAl00,Aldrick Rosas,A.Rosas,S,K,K,16,0,1,5
2018,NYG,EngrEv00,Evan Engram,E.Engram,O,TE,TE,11,8,1,5
2018,NYG,RussAl01,Alonzo Russell,A.Russell,,,,1,0,0,0
2018,NYG,FlowEr00,Ereck Flowers,E.Flowers,O,OL,T,5,2,3,1
2018,NYG,ShepRu00,Russell Shepard,R.Shepard,,,,12,0,5,1
2018,NYG,FowlBe00,Bennie Fowler,B.Fowler,O,WR,WR,10,5,4,2
2018,NYG,ShepSt00,Sterling Shepard,S.Shepard,O,WR,WR,16,16,2,7
2018,NYG,GallWa00,Wayne Gallman,W.Gallman,O,RB,RB,15,2,1,2
2018,NYG,SimoSc00,Scott Simonson,S.Simonson,O,TE,TE,16,4,4,1
2018,NYG,GoodB.00,B.J. Goodson,B.Goodson,D,LB,LB,15,13,2,6
2018,NYG,SmitSh02,Shane Smith,S.Smith,,,,2,0,1,0
2018,NYG,GrecJo20,John Greco,J.Greco,O,OL,C,15,7,10,4
2018,NYG,SoldNa00,Nate Solder,N.Solder,O,OL,T,16,16,7,9
2018,NYG,HalaJo00,Jon Halapio,J.Halapio,O,OL,C,2,2,4,1
2018,NYG,StewJo00,Jonathan Stewart,J.Stewart,,,,3,0,10,0
2018,NYG,HaleGr00,Grant Haley,G.Haley,D,DB,DB,10,9,0,3
2018,NYG,StupNa01,Nathan Stupar,N.Stupar,D,LB,LB,16,1,6,1
2018,NYG,HamiAn01,Antonio Hamilton,A.Hamilton,,,,13,0,2,1
2018,NYG,ThomMi02,Michael Thomas,M.Thomas,D,DB,SS,16,6,5,5
2018,NYG,HarrDa03,Damon Harrison,D.Harrison,D,DL,DL,7,7,6,3
2018,NYG,TomlDa00,Dalvin Tomlinson,D.Tomlinson,D,DL,DL,16,16,1,7
2018,NYG,HendQu00,Quadree Henderson,Q.Henderson,,,,5,0,0,0
2018,NYG,VernOl00,Olivier Vernon,O.Vernon,D,LB,LB,11,11,6,7
2018,NYG,ApplEl00,Eli Apple,E.Apple,D,DB,LCB,5,5,2,2
2018,NYG,HernWi00,Will Hernandez,W.Hernandez,O,OL,LG,16,16,0,7
2018,NYG,WebbBW00,B.W. Webb,B.Webb,D,DB,LCB,16,13,5,4
2018,NYG,ArmsRa01,Ray-Ray Armstrong,R.Armstrong,D,LB,LB,6,1,5,1
2018,NYG,HillB.00,B.J. Hill,B.Hill,D,DL,DL,16,12,0,6
2018,NYG,WheeCh00,Chad Wheeler,C.Wheeler,O,OL,T,16,14,1,8
2018,NYG,BarkSa00,Saquon Barkley,S.Barkley,O,RB,RB,16,16,0,14
2018,NYG,JenkJa03,Janoris Jenkins,J.Jenkins,D,DB,RCB,16,15,6,5
2018,NYG,WynnKe00,Kerry Wynn,K.Wynn,D,DL,DL,14,5,4,3
2018,NYG,BarwCo99,Connor Barwin,C.Barwin,D,LB,LB,15,3,9,2
2018,NYG,JenkJo00,John Jenkins,J.Jenkins,D,DB,RCB,7,1,5,1
2018,NYG,BeckOd00,Odell Beckham,O.Beckham,O,WR,WR,12,12,4,9
2018,NYG,JordMi00,Mike Jordan,M.Jordan,,,,2,0,2,0
2018,NYG,BrowJa04,Jamon Brown,J.Brown,O,OL,RG,8,8,3,4
2018,NYG,LadlKe00,Kenny Ladler,K.Ladler,,,,3,0,4,0
2018,NYG,CartLo01,Lorenzo Carter,L.Carter,D,LB,LB,15,2,0,2
2018,NYG,LatiCo00,Cody Latimer,C.Latimer,O,WR,WR,6,2,4,1
2018,NYG,ChanSe00,Sean Chandler,S.Chandler,,,,16,0,0,1
2018,NYG,LaulKy00,Kyle Lauletta,K.Lauletta,,,,2,0,0,0
2018,NYJ,BeacKe00,Kelvin Beachum,K.Beachum,O,OL,T,16,16,6,7
2018,NYJ,LuvuFr00,Frankie Luvu,F.Luvu,D,LB,LB,14,1,0,2
2018,NYJ,BradBe00,Ben Braden,B.Braden,,,,2,0,0,0
2018,NYJ,MartJo02,Josh Martin,J.Martin,,,,1,0,5,0
2018,NYJ,BrooTe00,Terrence Brooks,T.Brooks,,,,16,0,4,1
2018,NYJ,MattRi00,Rishard Matthews,R.Matthews,,,,5,0,6,0
2018,NYJ,BurnDe00,Deontay Burnett,D.Burnett,O,WR,WR,5,1,0,1
2018,NYJ,MayeMa00,Marcus Maye,M.Maye,D,DB,FS,6,6,1,2
2018,NYJ,BurrJu00,Juston Burris,J.Burris,,,,4,0,2,0
2018,NYJ,McCoJo01,Josh McCown,J.McCown,O,QB,QB,4,3,16,2
2018,NYJ,CampIb00,Ibraheim Campbell,I.Campbell,,,,1,0,3,0
2018,NYJ,McGuEl00,Elijah McGuire,E.McGuire,O,RB,RB,8,3,1,3
2018,NYJ,CannTr00,Trenton Cannon,T.Cannon,,,,16,0,0,2
2018,NYJ,McLeSt00,Steve McLendon,S.McLendon,D,DL,DL,16,14,8,7
2018,NYJ,CarpJa00,James Carpenter,J.Carpenter,O,OL,LG,10,10,7,3
2018,NYJ,MiddDo01,Doug Middleton,D.Middleton,D,DB,FS,7,4,2,1
2018,NYJ,ClaiMo00,Morris Claiborne,M.Claiborne,D,DB,CB,15,15,6,5
2018,NYJ,MileRo00,Rontez Miles,R.Miles,D,DB,FS,8,1,5,1
2018,NYJ,ClarJe04,Jeremy Clark,J.Clark,,,,1,0,1,0
2018,NYJ,MyerJa00,Jason Myers,J.Myers,S,K,K,16,0,3,5
2018,NYJ,CopeBr00,Brandon Copeland,B.Copeland,D,LB,LB,16,10,5,5
2018,NYJ,NickPa00,Parry Nickerson,P.Nickerson,D,DB,CB,16,2,0,1
2018,NYJ,CrowIs00,Isaiah Crowell,I.Crowell,O,RB,RB,13,6,4,5
2018,NYJ,PeakCh00,Charone Peake,C.Peake,,,,13,0,2,0
2018,NYJ,DarnSa00,Sam Darnold,S.Darnold,O,QB,QB,13,13,0,7
2018,NYJ,PennMi00,Mike Pennel,M.Pennel,D,DL,DL,16,7,4,4
2018,NYJ,DoziDa00,Dakota Dozier,D.Dozier,O,OL,LG,6,2,4,1
2018,NYJ,PierKe00,Kevin Pierre-Louis,K.Pierre-Louis,,,,9,0,4,1
2018,NYJ,EdwaLa01,Lac Edwards,L.Edwards,S,P,P,16,0,2,3
2018,NYJ,PoweBi00,Bilal Powell,B.Powell,O,RB,RB,7,7,7,3
2018,NYJ,EnunQu00,Quincy Enunwa,Q.Enunwa,O,WR,WR,11,10,4,4
2018,NYJ,PryoTe00,Terrelle Pryor,T.Pryor,,,,6,0,7,2
2018,NYJ,FatuFo00,Folorunso Fatukasi,F.Fatukasi,,,,1,0,0,0
2018,NYJ,QvalBr01,Brent Qvale,B.Qvale,O,OL,T,16,2,4,2
2018,NYJ,HarrJo03,Jonotthan Harrison,J.Harrison,O,OL,C,16,8,4,3
2018,NYJ,RobeAn00,Andre Roberts,A.Roberts,O,WR,WR,16,1,8,3
2018,NYJ,HendDe01,De'Angelo Henderson,D.Henderson,,,,3,0,1,0
2018,NYJ,RobeDa00,Darryl Roberts,D.Roberts,D,DB,FS,16,10,2,4
2018,NYJ,HennTh00,Thomas Hennessy,T.Hennessy,,,,16,0,1,1
2018,NYJ,RobiRa00,Rashard Robinson,R.Robinson,D,DB,CB,10,1,2,1
2018,NYJ,HernCh00,Chris Herndon,C.Herndon,O,TE,TE,16,12,0,4
2018,NYJ,ShelBr00,Brandon Shell,B.Shell,O,OL,T,14,14,2,6
2018,NYJ,HewiNe00,Neville Hewitt,N.Hewitt,D,LB,LB,16,4,3,3
2018,NYJ,ShepNa00,Nathan Shepherd,N.Shepherd,D,DL,DL,16,5,0,5
2018,NYJ,JenkJo01,Jordan Jenkins,J.Jenkins,D,LB,LB,16,11,2,6
2018,NYJ,SkriBu00,Buster Skrine,B.Skrine,D,DB,CB,14,11,7,4
2018,NYJ,JohnTr05,Trumaine Johnson,T.Johnson,D,DB,CB,10,10,6,4
2018,NYJ,SterNe00,Neal Sterling,N.Sterling,O,TE,TE,5,4,3,0
2018,NYJ,JoneDe02,Derrick Jones,D.Jones,,,,1,0,1,0
2018,NYJ,TomlEr01,Eric Tomlinson,E.Tomlinson,O,TE,TE,15,12,2,1
2018,NYJ,JoneJJ00,JJ Jones,J.Jones,,,,1,0,0,0
2018,NYJ,WalfCl00,Clive Walford,C.Walford,O,TE,TE,1,1,3,0
2018,NYJ,KaufBr01,Bronson Kaufusi,B.Kaufusi,,,,3,0,1,0
2018,NYJ,WilcJ.00,J.J. Wilcox,J.Wilcox,,,,5,0,5,0
2018,NYJ,AdamJa00,Jamal Adams,J.Adams,D,DB,SS,16,16,1,9
2018,NYJ,KearJe01,Jermaine Kearse,J.Kearse,O,WR,WR,14,9,6,3
2018,NYJ,WillLe02,Leonard Williams,L.Williams,D,DL,DL,16,16,3,8
2018,NYJ,AndeHe00,Henry Anderson,H.Anderson,D,DL,DL,16,3,3,4
2018,NYJ,LamuEm00,Emmanuel Lamur,E.Lamur,,,,1,0,6,0
2018,NYJ,WillAv00,Avery Williamson,A.Williamson,D,LB,LB,16,16,4,9
2018,NYJ,AndeRo04,Robby Anderson,R.Anderson,O,WR,WR,14,9,2,6
2018,NYJ,LeexDa00,Darron Lee,D.Lee,D,LB,LB,12,12,2,7
2018,NYJ,WintAn00,Anthony Wint,A.Wint,,,,2,0,0,0
2018,NYJ,AttaJe00,Jeremiah Attaochu,J.Attaochu,,,,11,0,4,1
2018,NYJ,LeggJo00,Jordan Leggett,J.Leggett,O,TE,TE,15,4,0,1
2018,NYJ,WintBr00,Brian Winters,B.Winters,O,OL,RG,16,16,5,6
2018,NYJ,BashTa00,Tarell Basham,T.Basham,D,LB,LB,10,1,1,1
2018,NYJ,LongSp00,Spencer Long,S.Long,O,OL,C,13,13,4,4
2018,OAK,BenwBe00,Bene Benwikere,B.Benwikere,,,,4,0,4,0
2018,OAK,JackGa00,Gabe Jackson,G.Jackson,O,OL,RG,13,13,4,5
2018,OAK,SiegTr00,Trent Sieg,T.Sieg,,,,15,0,0,1
2018,OAK,BlacSa00,Saeed Blacknall,S.Blacknall,,,,1,0,0,0
2018,OAK,JohnDe25,Derrick Johnson,D.Johnson,D,LB,LB,6,1,13,1
2018,OAK,SilbIa00,Ian Silberman,I.Silberman,,,,2,0,3,0
2018,OAK,BrowFa00,Fadol Brown,F.Brown,,,,8,0,0,1
2018,OAK,JoseKa00,Karl Joseph,K.Joseph,D,DB,S,13,8,2,3
2018,OAK,SmitJa01,Jacquies Smith,J.Smith,,,,4,0,6,0
2018,OAK,BryaMa00,Martavis Bryant,M.Bryant,O,WR,WR,8,2,4,2
2018,OAK,KeyxAr00,Arden Key,A.Key,D,DL,DE,16,10,0,4
2018,OAK,SmitKe03,Keith Smith,K.Smith,O,RB,FB,16,3,4,0
2018,OAK,CabiJa00,Jason Cabinda,J.Cabinda,D,LB,MLB,10,3,0,2
2018,OAK,KirkDe00,Denver Kirkland,D.Kirkland,,,,2,0,2,0
2018,OAK,SmitLe00,Lee Smith,L.Smith,O,TE,TE,16,4,7,1
2018,OAK,CalhSh00,Shilique Calhoun,S.Calhoun,,,,7,0,2,0
2018,OAK,LaFeBr00,Brandon LaFell,B.LaFell,O,WR,WR,6,5,8,1
2018,OAK,TownJo01,Johnny Townsend,J.Townsend,S,P,P,16,0,0,2
2018,OAK,CarlDa00,Daniel Carlson,D.Carlson,S,K,K,10,0,0,3
2018,OAK,LamuEm00,Emmanuel Lamur,E.Lamur,D,LB,LB,9,4,6,2
2018,OAK,WallDa01,Darren Waller,D.Waller,,,,4,0,3,1
2018,OAK,CarrDe02,Derek Carr,D.Carr,O,QB,QB,16,16,4,10
2018,OAK,LeavDa00,Dallin Leavitt,D.Leavitt,,,,2,0,0,0
2018,OAK,WashDe00,DeAndre Washington,D.Washington,,,,10,0,2,1
2018,OAK,CarrCo00,Tank Carradine,T.Carradine,,,,1,0,5,0
2018,OAK,LeexMa01,Marquel Lee,M.Lee,D,LB,MLB,16,10,1,4
2018,OAK,WhitTa00,Tahir Whitehead,T.Whitehead,D,LB,LB,16,16,6,7
2018,OAK,CarrDe00,Derek Carrier,D.Carrier,O,TE,TE,16,2,6,0
2018,OAK,LyncMa00,Marshawn Lynch,M.Lynch,O,RB,RB,6,6,11,3
2018,OAK,WilbKy00,Kyle Wilber,K.Wilber,,,,14,0,6,1
2018,OAK,ClemT.00,T.J. Clemmings,T.Clemmings,,,,4,0,3,0
2018,OAK,MartDo00,Doug Martin,D.Martin,O,RB,RB,16,9,6,5
2018,OAK,WorlDa00,Daryl Worley,D.Worley,D,DB,CB,10,9,2,3
2018,OAK,ConlGa00,Gareon Conley,G.Conley,D,DB,CB,15,14,1,5
2018,OAK,McCaA.00,A.J. McCarron,A.McCarron,,,,2,0,4,0
2018,OAK,WrigGa00,Gabe Wright,G.Wright,,,,2,0,3,0
2018,OAK,CookJa02,Jared Cook,J.Cook,O,TE,TE,16,14,9,7
2018,OAK,McCrMa00,Matthew McCrane,M.McCrane,,,,3,0,0,-1
2018,OAK,CoopAm00,Amari Cooper,A.Cooper,O,WR,WR,6,6,3,2
2018,OAK,McDoCl99,Clinton McDonald,C.McDonald,D,DL,DE,15,1,9,2
2018,OAK,DePaAn00,Andrew DePaola,A.DePaola,,,,1,0,4,0
2018,OAK,MelvRa00,Rashaan Melvin,R.Melvin,D,DB,CB,14,7,5,3
2018,OAK,EalyKo00,Kony Ealy,K.Ealy,,,,3,0,4,0
2018,OAK,MillKo00,Kolton Miller,K.Miller,O,OL,T,16,16,0,7
2018,OAK,ElliJu01,Justin Ellis,J.Ellis,D,DL,DT,6,1,4,1
2018,OAK,MoorDa01,Damontre Moore,D.Moore,,,,2,0,5,0
2018,OAK,FeliJo00,Jon Feliciano,J.Feliciano,O,OL,LG,13,4,3,2
2018,OAK,MorrNi00,Nicholas Morrow,N.Morrow,D,LB,LB,16,5,1,3
2018,OAK,GaffRi00,Rico Gafford,R.Gafford,,,,1,0,0,0
2018,OAK,MurrJu00,Justin Murray,J.Murray,,,,2,0,0,0
2018,OAK,GilcMa00,Marcus Gilchrist,M.Gilchrist,D,DB,S,16,16,7,5
2018,OAK,NelsJo00,Jordy Nelson,J.Nelson,O,WR,WR,15,14,10,5
2018,OAK,GoodDe01,Denzelle Good,D.Good,O,OL,RG,4,3,3,1
2018,OAK,NelsNi00,Nick Nelson,N.Nelson,D,DB,CB,10,3,0,1
2018,OAK,GreeCh02,Chaz Green,C.Green,O,OL,LG,4,1,2,1
2018,OAK,NelsRe99,Reggie Nelson,R.Nelson,D,DB,S,11,7,11,3
2018,OAK,HallLe98,Leon Hall,L.Hall,D,DB,CB,10,4,11,1
2018,OAK,nugenmik01,Mike Nugent,M.Nugent,,,,3,0,13,1
2018,OAK,HallP.00,P.J. Hall,P.Hall,D,DL,DT,14,6,0,3
2018,OAK,OsemKe00,Kelechi Osemele,K.Osemele,O,OL,LG,11,11,6,4
2018,OAK,HankJo00,Johnathan Hankins,J.Hankins,D,DL,DT,15,14,5,6
2018,OAK,ParkBr01,Brandon Parker,B.Parker,O,OL,T,15,12,0,5
2018,OAK,HarrDw00,Dwayne Harris,D.Harris,O,WR,WR,15,1,7,1
2018,OAK,PennDo20,Donald Penn,D.Penn,O,OL,T,4,4,11,2
2018,OAK,HarrEr00,Erik Harris,E.Harris,D,DB,S,16,4,2,2
2018,OAK,PricBr00,Brian Price,B.Price,D,DL,DT,1,1,2,0
2018,OAK,HatcKe00,Keon Hatcher,K.Hatcher,,,,3,0,0,0
2018,OAK,RichJa01,Jalen Richard,J.Richard,O,RB,RB,16,1,2,6
2018,OAK,HoltJo00,Johnny Holton,J.Holton,,,,1,0,2,0
2018,OAK,RobeSe00,Seth Roberts,S.Roberts,O,WR,WR,15,7,4,4
2018,OAK,HudsRo00,Rodney Hudson,R.Hudson,O,OL,C,16,16,7,6
2018,OAK,RodgDo99,Dominique Rodgers-Cromartie,D.Rodgers-Cromartie,D,DB,CB,7,1,10,1
2018,OAK,HursMa00,Maurice Hurst,M.Hurst,D,DL,DT,13,10,0,5
2018,OAK,RuckFr99,Frostee Rucker,F.Rucker,D,DL,DE,15,15,11,6
2018,OAK,AtemMa00,Marcell Ateman,M.Ateman,O,WR,WR,7,6,0,1
2018,OAK,IrviBr00,Bruce Irvin,B.Irvin,D,DL,DE,8,6,6,2
2018,OAK,SharDa02,David Sharpe,D.Sharpe,,,,8,0,1,0
2018,PHI,ScotBo02,Boston Scott,B.Scott,,,,2,0,0,0
2018,PHI,GibsSh00,Shelton Gibson,S.Gibson,,,,15,0,1,0
2018,PHI,SeumIs00,Isaac Seumalo,I.Seumalo,O,OL,LG,13,9,2,4
2018,PHI,GoedDa00,Dallas Goedert,D.Goedert,O,TE,TE,16,8,0,3
2018,PHI,SmalWe00,Wendell Smallwood,W.Smallwood,O,RB,RB,16,6,2,4
2018,PHI,GrahBr99,Brandon Graham,B.Graham,D,DL,DE,16,16,8,8
2018,PHI,SproDa00,Darren Sproles,D.Sproles,O,RB,RB,6,2,13,2
2018,PHI,GrahCo99,Corey Graham,C.Graham,D,DB,S,13,9,11,4
2018,PHI,SudfNa00,Nate Sudfeld,N.Sudfeld,,,,2,0,1,0
2018,PHI,GrugKa00,Kamu Grugier-Hill,K.Grugier-Hill,D,LB,LB,16,10,2,5
2018,PHI,SullCh00,Chandon Sullivan,C.Sullivan,D,DB,CB,5,1,0,1
2018,PHI,HallDa01,Daeshon Hall,D.Hall,,,,3,0,1,0
2018,PHI,SullTr01,Tre Sullivan,T.Sullivan,D,DB,S,12,1,0,1
2018,PHI,HallDe02,Deiondre' Hall,D.Hall,,,,13,0,2,1
2018,PHI,SweaJo00,Josh Sweat,J.Sweat,,,,9,0,0,1
2018,PHI,HawkJo00,Josh Hawkins,J.Hawkins,,,,1,0,2,0
2018,PHI,TateGo00,Golden Tate,G.Tate,O,WR,WR,8,4,8,2
2018,PHI,HectBr00,Bruce Hector,B.Hector,,,,8,0,0,1
2018,PHI,HestTr00,Treyvon Hester,T.Hester,D,DL,DT,12,1,1,1
2018,PHI,VaeaDe01,Destiny Vaeao,D.Vaeao,D,DL,DT,6,3,2,1
2018,PHI,HickJo00,Jordan Hicks,J.Hicks,D,LB,MLB,12,12,3,6
2018,PHI,VaitHa00,Halapoulivaati Vaitai,H.Vaitai,O,OL,T,16,1,2,2
2018,PHI,JeffAl00,Alshon Jeffery,A.Jeffery,O,WR,WR,13,13,6,6
2018,PHI,WallMi00,Mike Wallace,M.Wallace,O,WR,WR,2,2,9,0
2018,PHI,JenkMa99,Malcolm Jenkins,M.Jenkins,D,DB,S,16,16,9,8
2018,PHI,WarmCh00,Chance Warmack,C.Warmack,,,,9,0,5,1
2018,PHI,AdamJo03,Josh Adams,J.Adams,O,RB,RB,14,5,0,3
2018,PHI,JernTi00,Timmy Jernigan,T.Jernigan,D,DL,DT,3,3,4,1
2018,PHI,WentCa00,Carson Wentz,C.Wentz,O,QB,QB,11,11,2,9
2018,PHI,AghoNe00,Nelson Agholor,N.Agholor,O,WR,WR,16,16,3,6
2018,PHI,JohnLa01,Lane Johnson,L.Johnson,O,OL,T,15,15,5,10
2018,PHI,WheaMa00,Markus Wheaton,M.Wheaton,,,,1,0,5,0
2018,PHI,AikeKa00,Kamar Aiken,K.Aiken,O,WR,WR,5,1,7,0
2018,PHI,JohnCa02,Cameron Johnston,C.Johnston,S,P,P,16,0,0,3
2018,PHI,WisnSt01,Stefen Wisniewski,S.Wisniewski,O,OL,LG,16,7,7,4
2018,PHI,AjayJa00,Jay Ajayi,J.Ajayi,O,RB,RB,4,3,3,1
2018,PHI,JoneSi00,Sidney Jones,S.Jones,D,DB,CB,9,4,1,2
2018,PHI,AlexD.00,D.J. Alexander,D.Alexander,,,,12,0,3,1
2018,PHI,KelcJa00,Jason Kelce,J.Kelce,O,OL,C,16,16,7,13
2018,PHI,BarnDe01,Derek Barnett,D.Barnett,D,DL,DE,6,6,1,3
2018,PHI,LeBlCr01,Cre'von LeBlanc,C.LeBlanc,D,DB,CB,8,4,2,2
2018,PHI,BausDe00,De'Vante Bausby,D.Bausby,D,DB,CB,6,1,2,1
2018,PHI,LongCh99,Chris Long,C.Long,,,,16,0,10,2
2018,PHI,BellB.00,B.J. Bello,B.Bello,,,,3,0,1,0
2018,PHI,LovaRi00,Rick Lovato,R.Lovato,,,,16,0,3,1
2018,PHI,BennMi99,Michael Bennett,M.Bennett,D,DL,DE,16,10,9,6
2018,PHI,MaddAv00,Avonte Maddox,A.Maddox,D,DB,CB,13,9,0,4
2018,PHI,BradNi00,Nigel Bradham,N.Bradham,D,LB,LB,15,15,6,7
2018,PHI,MattJo00,Jordan Matthews,J.Matthews,O,WR,WR,14,3,4,2
2018,PHI,BrooBr00,Brandon Brooks,B.Brooks,O,OL,RG,16,16,6,9
2018,PHI,McDoDe00,Dexter McDougle,D.McDougle,D,DB,CB,2,1,4,0
2018,PHI,CartDe02,DeAndre Carter,D.Carter,O,WR,WR,7,1,0,0
2018,PHI,McGiT.00,T.Y. McGill,T.McGill,,,,2,0,3,0
2018,PHI,ClemCo00,Corey Clement,C.Clement,,,,11,0,1,3
2018,PHI,McLeRo00,Rodney McLeod,R.McLeod,D,DB,S,3,3,6,1
2018,PHI,CoxxFl00,Fletcher Cox,F.Cox,D,DL,DT,16,16,6,15
2018,PHI,MillJa02,Jalen Mills,J.Mills,D,DB,CB,8,8,2,3
2018,PHI,DarbRo00,Ronald Darby,R.Darby,D,DB,CB,9,9,3,3
2018,PHI,NgatHa20,Haloti Ngata,H.Ngata,D,DL,DT,13,9,12,4
2018,PHI,DougRa00,Rasul Douglas,R.Douglas,D,DB,CB,16,7,1,4
2018,PHI,PerkJo02,Joshua Perkins,J.Perkins,O,TE,TE,9,1,2,1
2018,PHI,ElliJa03,Jake Elliott,J.Elliott,S,K,K,16,0,1,3
2018,PHI,PeteJa21,Jason Peters,J.Peters,O,OL,T,16,16,14,8
2018,PHI,ErtzZa00,Zach Ertz,Z.Ertz,O,TE,TE,16,16,5,9
2018,PHI,ReynLa00,LaRoy Reynolds,L.Reynolds,,,,16,0,5,1
2018,PHI,FoleNi00,Nick Foles,N.Foles,O,QB,QB,5,5,6,4
2018,PHI,RodgRi00,Richard Rodgers,R.Rodgers,,,,7,0,4,0
2018,PHI,GerrNa00,Nathan Gerry,N.Gerry,D,LB,LB,13,2,1,2
2018,PIT,DeCaDa00,David DeCastro,D.DeCastro,O,OL,RG,14,14,6,8
2018,PIT,SwitRy00,Ryan Switzer,R.Switzer,O,WR,WR,16,1,1,2
2018,PIT,DobbJo00,Joshua Dobbs,J.Dobbs,,,,5,0,0,0
2018,PIT,ThomMa00,Matthew Thomas,M.Thomas,,,,10,0,0,1
2018,PIT,DuprAl00,Bud Dupree,B.Dupree,D,LB,ROLB,16,15,3,8
2018,PIT,TuitSt00,Stephon Tuitt,S.Tuitt,D,DL,DE,14,14,4,7
2018,PIT,EdmuTe00,Terrell Edmunds,T.Edmunds,D,DB,SS,16,15,0,6
2018,PIT,VillAl00,Alejandro Villanueva,A.Villanueva,O,OL,T,16,16,4,11
2018,PIT,EdmuTr00,Trey Edmunds,T.Edmunds,,,,4,0,1,0
2018,PIT,WaltLe00,Leterrius Walton,L.Walton,,,,4,0,3,0
2018,PIT,FeilMa00,Matt Feiler,M.Feiler,O,OL,T,11,10,4,5
2018,PIT,WashJa00,James Washington,J.Washington,O,WR,WR,14,6,0,2
2018,PIT,FinnB.01,B.J. Finney,B.Finney,O,OL,RG,16,2,2,2
2018,PIT,WattT.00,T.J. Watt,T.Watt,D,LB,LOLB,16,16,1,11
2018,PIT,FortL.00,L.J. Fort,L.Fort,D,LB,RILB,15,2,6,3
2018,PIT,WillVi01,Vince Williams,V.Williams,D,LB,RILB,14,14,5,8
2018,PIT,FostRa21,Ramon Foster,R.Foster,O,OL,LG,16,16,9,7
2018,PIT,GilbMa00,Marcus Gilbert,M.Gilbert,O,OL,T,5,5,7,3
2018,PIT,GrimXa00,Xavier Grimble,X.Grimble,O,TE,TE,16,2,4,1
2018,PIT,HadeJo99,Joe Haden,J.Haden,D,DB,LCB,15,15,8,6
2018,PIT,HargJa00,Javon Hargrave,J.Hargrave,D,DL,NT,16,14,2,7
2018,PIT,HeywCa01,Cameron Heyward,C.Heyward,D,DL,DT,16,16,7,11
2018,PIT,HeywDa00,Darrius Heyward-Bey,D.Heyward-Bey,O,WR,WR,14,2,9,0
2018,PIT,HiltMi01,Mike Hilton,M.Hilton,D,LB,LOLB,15,2,1,2
2018,PIT,AdenOl00,Olasunkanmi Adeniyi,O.Adeniyi,,,,1,0,0,0
2018,PIT,HuntJu00,Justin Hunter,J.Hunter,,,,5,0,5,0
2018,PIT,AlleBr01,Brian Allen,B.Allen,,,,6,0,1,0
2018,PIT,JameJe00,Jesse James,J.James,O,TE,TE,16,7,3,3
2018,PIT,AlleMa03,Marcus Allen,M.Allen,,,,2,0,0,0
2018,PIT,MataTy00,Tyler Matakevich,T.Matakevich,D,LB,RILB,16,1,2,2
2018,PIT,AluaTy99,Tyson Alualu,T.Alualu,D,DL,DE,15,2,8,2
2018,PIT,McCrMa00,Matthew McCrane,M.McCrane,,,,1,0,0,0
2018,PIT,BerhNa00,Nat Berhe,N.Berhe,,,,4,0,4,0
2018,PIT,McCuDa00,Daniel McCullers,D.McCullers,D,DL,NT,15,1,4,1
2018,PIT,BerrJo00,Jordan Berry,J.Berry,S,P,P,16,0,3,2
2018,PIT,McDoVa00,Vance McDonald,V.McDonald,O,TE,TE,15,14,5,5
2018,PIT,BostJo00,Jonathan Bostic,J.Bostic,D,LB,LILB,16,14,5,7
2018,PIT,NixxRo01,Roosevelt Nix,R.Nix,,,,16,0,3,0
2018,PIT,BoswCh00,Chris Boswell,C.Boswell,S,K,K,15,0,3,0
2018,PIT,OkorCh00,Chukwuma Okorafor,C.Okorafor,O,OL,T,13,3,0,2
2018,PIT,BrowAn04,Antonio Brown,A.Brown,O,WR,WR,15,15,8,10
2018,PIT,PounMa20,Maurkice Pouncey,M.Pouncey,O,OL,C,16,16,8,11
